id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
692_neg_ms2_spectra_FT03280	C10H22N2O6S2	[M - H]-	Amino acids and Peptides	0.6223500370979309	Amino acid glycosides	0.564502477645874	Glucosinolates	0.5612339377403259	Hexoses	0.6228107810020447	Monosaccharides	0.8562402725219727	Carbohydrates and carbohydrate conjugates	0.8590741157531738	Organooxygen compounds	0.9983721375465393	Organic oxygen compounds	0.9999128580093384	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic sulfuric acids and derivatives; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Polyols; Sulfenyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
901_neg_ms2_spectra_FT04569	C15H19F3N2O4	[M + Cl]-	Alkaloids	0.6451167464256287	Nucleosides	0.49691540002822876	Pyrimidine nucleos(t)ides	0.6344320774078369	Phenol ethers	0.724262535572052					Phenol ethers	0.724262535572052	Benzenoids	0.9140891432762146	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Ethers; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Ureas; Alkyl fluorides; Diazines; Organofluorides; Secondary alcohols; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Alkyl halides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
283_neg_ms2_spectra_FT01435	C8H4O6S	[M - H]-	Shikimates and Phenylpropanoids	0.5932304859161377	Phenolic acids (C6-C1)	0.7000041007995605	Simple phenolic acids	0.6376248598098755	Dicarboxylic acids and derivatives	0.5206658840179443			Dicarboxylic acids and derivatives	0.5206658840179443	Carboxylic acids and derivatives	0.9780787825584412	Organic acids and derivatives	0.9972860813140869	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Organic oxides; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
869_neg_ms2_spectra_FT04348	C16H26N2O8	[M - H]-	Amino acids and Peptides	0.7170308232307434	Small peptides	0.6829842329025269	Dipeptides	0.36654916405677795	Peptides	0.7808013558387756	Peptides	0.7808013558387756	Amino acids, peptides, and analogues	0.9827980399131775	Carboxylic acids and derivatives	0.9905371069908142	Organic acids and derivatives	0.998927652835846	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Hydroxy fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Tricarboxylic acids and derivatives; Alpha amino acid amides; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
442_neg_ms2_spectra_FT02121	C12H18FNO3S	[M - H]-	Alkaloids	0.46020397543907166	Small peptides	0.18714728951454163	Dipeptides	0.07521770149469376	Fluorobenzenes	0.7583912014961243	Fluorobenzenes	0.7583912014961243	Halobenzenes	0.6787629127502441	Benzene and substituted derivatives	0.41377589106559753	Benzenoids	0.5387668609619141	Organic compounds; Organosulfur compounds; Halobenzenes; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Dialkyl ethers; Thioethers; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Aryl halides; Sulfenyl compounds; Dialkylthioethers; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
808_neg_ms2_spectra_FT03905	C21H24O5	[M - H]-	Shikimates and Phenylpropanoids	0.6675316095352173	Coumarins	0.5754907131195068	Simple coumarins	0.32902705669403076	Coumarins and derivatives	0.5444163680076599					Coumarins and derivatives	0.5444163680076599	Phenylpropanoids and polyketides	0.7175551652908325	Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Benzopyrans; Coumarins and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Carbonyl compounds; Benzenoids; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
539_neg_ms2_spectra_FT02557	C16H18BNO4	[M - H]-	Terpenoids	0.37753695249557495	Monoterpenoids	0.5404604077339172	Pinane monoterpenoids	0.5804297924041748	Amino acids and derivatives	0.587333619594574	Amino acids and derivatives	0.587333619594574	Amino acids, peptides, and analogues	0.5821514129638672	Carboxylic acids and derivatives	0.699836790561676	Organic acids and derivatives	0.9887652397155762	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organometallic compounds; Boronic acid derivatives; Carboxylic acid derivatives; Boronic acid esters; Organometalloid compounds; Carbonyl compounds; Metalloheterocyclic compounds; Benzene and substituted derivatives; Benzenoids; Organoboron compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Alkylboranes; Monoalkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
994_neg_ms2_spectra_FT05200	C22H34O7	[M - H]-	Polyketides	0.745146632194519	Macrolides	0.5248039364814758	Macrolide lactones	0.8217116594314575	Macrolides and analogues	0.5443777441978455					Macrolides and analogues	0.5443777441978455	Phenylpropanoids and polyketides	0.4886403977870941	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Macrolides and analogues; Epoxides; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Oxanes; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
564_neg_ms2_spectra_FT02663	C15H10O7	[M - H]-	Shikimates and Phenylpropanoids	0.9357796907424927	Flavonoids	0.9336156845092773	Flavonols	0.9415470361709595	Flavonols	0.9592177867889404	Flavonols	0.9592177867889404	Flavones	0.9958330988883972	Flavonoids	0.9942183494567871	Phenylpropanoids and polyketides	0.9968558549880981	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Catechols; Chromones; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonols; Benzenediols; Flavones; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
378_neg_ms2_spectra_FT01856	C10H14N2O6	[M - H]-	Amino acids and Peptides	0.7110747694969177	Small peptides	0.7281030416488647	Dipeptides	0.5863624811172485	Alpha amino acids and derivatives	0.9056003093719482	Amino acids and derivatives	0.946040153503418	Amino acids, peptides, and analogues	0.9458361864089966	Carboxylic acids and derivatives	0.9747398495674133	Organic acids and derivatives	0.9982231259346008	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
932_neg_ms2_spectra_FT04688	C20H21FN2O5	[M - H]-	Alkaloids	0.5637159943580627	Tryptophan alkaloids	0.35947826504707336	Pyridine alkaloids	0.2923986315727234	Pyridinecarboxylic acids	0.5671958923339844	Pyridinecarboxylic acids	0.5671958923339844	Pyridinecarboxylic acids and derivatives	0.5706819295883179	Pyridines and derivatives	0.3938957452774048	Organoheterocyclic compounds	0.978253960609436	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl fluorides; Fluorobenzenes; Monocarboxylic acids and derivatives; Carboxylic acids; Pyridinecarboxylic acids and derivatives; Diazines; Organofluorides; Benzene and substituted derivatives; Pyridinecarboxylic acids; Benzenoids; Aryl halides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
604_neg_ms2_spectra_FT02884	C7H16N5O7P	[M - H]-	Amino acids and Peptides	0.5403844118118286	Small peptides	0.6381450295448303	Aminoacids	0.5793157815933228	Alpha amino acids	0.5137426853179932	Amino acids and derivatives	0.9844868779182434	Amino acids, peptides, and analogues	0.9843107461929321	Carboxylic acids and derivatives	0.9922627210617065	Organic acids and derivatives	0.9999592304229736	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Pentoses; Monosaccharides; Monosaccharide phosphates; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Pentose phosphates; Substituted imidazoles; N-substituted imidazoles; Alpha amino acids; Amines; Primary amines; Tetrahydrofurans; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
504_neg_ms2_spectra_FT02395	C10H15N3O5S	[M - H]-	Amino acids and Peptides	0.867388129234314	Small peptides	0.9416666030883789	Aminoacids	0.6649321913719177	Gamma-glutamyl peptides	0.5721287131309509	Peptides	0.6942750811576843	Amino acids, peptides, and analogues	0.9995357990264893	Carboxylic acids and derivatives	0.9990819692611694	Organic acids and derivatives	0.9998530149459839	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Gamma-glutamyl peptides; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Glutamine and derivatives; L-cysteine-S-conjugates; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
408_neg_ms2_spectra_FT02000	C7H15N5O4	[M + Cl]-	Amino acids and Peptides	0.8225119113922119	Small peptides	0.9122188091278076	Aminoacids	0.8546078205108643	Alpha amino acids	0.8859869837760925	Amino acids and derivatives	0.9917056560516357	Amino acids, peptides, and analogues	0.9917783141136169	Carboxylic acids and derivatives	0.9947102069854736	Organic acids and derivatives	0.9982022047042847	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
777_neg_ms2_spectra_FT03699	C18H22N2O3S	[M - H]-	Fatty acids	0.5275322794914246	Eicosanoids	0.2916111946105957	Leukotrienes	0.17181338369846344	Benzene and substituted derivatives	0.5882840156555176					Benzene and substituted derivatives	0.5882840156555176	Benzenoids	0.743147075176239	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Thioethers; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
474_neg_ms2_spectra_FT02322	C10H11ClN4O4	[M - H]-	Alkaloids	0.6290444135665894	Nucleosides	0.3281194865703583	Purine nucleos(t)ides	0.16897816956043243	Aryl chlorides	0.9807143807411194			Aryl chlorides	0.9807143807411194	Aryl halides	0.9855387210845947	Organohalogen compounds	0.9996762275695801	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl chlorides; Carboxylic acid derivatives; Organic nitro compounds; Organochlorides; Aryl halides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
902_neg_ms2_spectra_FT04570	C15H19F3N2O4	[M + Cl]-	Alkaloids	0.6058735847473145	Nucleosides	0.5097034573554993	Pyrimidine nucleos(t)ides	0.6361851096153259	Phenol ethers	0.7239917516708374					Phenol ethers	0.7239917516708374	Benzenoids	0.9454426169395447	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Organic carbonic acids and derivatives; Ureas; Alkyl fluorides; Organofluorides; Secondary alcohols; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Alkyl halides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
540_neg_ms2_spectra_FT02558	C16H26O3S	[M - H]-	Polyketides	0.8018445372581482	Aromatic polyketides	0.9456623792648315	Catechols with side chains	0.9372302293777466	Benzenesulfonic acids and derivatives	0.9821329712867737			Benzenesulfonic acids and derivatives	0.9821329712867737	Benzene and substituted derivatives	0.9967908263206482	Benzenoids	0.9995942711830139	Organic compounds; Organosulfur compounds; Benzenesulfonic acids and derivatives; Organic acids and derivatives; Organosulfonic acids and derivatives; Sulfonyls; Organosulfonic acids; Arylsulfonic acids and derivatives; Benzene and substituted derivatives; Benzenoids; Arylsufonic acids; 1-sulfo,2-unsubstituted aromatic compounds; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities
625_neg_ms2_spectra_FT02967	C9H20N2O6S2	[M - H]-	Amino acids and Peptides	0.7958616614341736	Small peptides	0.8635866641998291	Aminoacids	0.594986081123352	Alpha amino acids	0.8139516711235046	Amino acids and derivatives	0.8118654489517212	Amino acids, peptides, and analogues	0.8103790283203125	Carboxylic acids and derivatives	0.6870752573013306	Organic acids and derivatives	0.9960756897926331	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Carbonyl compounds; Polyols; Alpha amino acids; Amines; Primary amines; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
284_neg_ms2_spectra_FT01436	C8H4O6S	[M - H]-	Shikimates and Phenylpropanoids	0.5861551761627197	Tropolones	0.7450951337814331	Simple phenolic acids	0.5716350078582764	Heteroaromatic compounds	0.781559944152832					Heteroaromatic compounds	0.781559944152832	Organoheterocyclic compounds	0.7097906470298767	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Organic oxides; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
838_neg_ms2_spectra_FT04084	C18H18O8	[M - H]-	Shikimates and Phenylpropanoids	0.5402055382728577	Aromatic polyketides	0.2639804482460022	Depsides	0.5118834376335144	p-Hydroxybenzoic acid esters	0.5876094698905945	Benzoic acid esters	0.600922703742981	Benzoic acids and derivatives	0.6407926082611084	Benzene and substituted derivatives	0.9764408469200134	Benzenoids	0.9973391890525818	Organic compounds; Phenols; Benzoic acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Salicylic acid and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Benzenediols; Benzoic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Vinylogous acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; p-Hydroxybenzoic acid esters; Chemical entities
505_neg_ms2_spectra_FT02397	C10H19N5O5	[M - H]-	Amino acids and Peptides	0.7242457866668701	Small peptides	0.8865752220153809	Dipeptides	0.643430769443512	N-acyl-alpha amino acids and derivatives	0.5592054724693298	Amino acids and derivatives	0.9861642718315125	Amino acids, peptides, and analogues	0.987245500087738	Carboxylic acids and derivatives	0.994951605796814	Organic acids and derivatives	0.999203622341156	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Monoalkylamines; Carboxylic acid amides; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
754_neg_ms2_spectra_FT03617	C15H20O9	[M - H]-	Polyketides	0.4546903669834137	Phloroglucinols	0.6034855246543884	Acyl phloroglucinols	0.5389869809150696	Phenolic glycosides	0.7715141177177429	Glycosyl compounds	0.9397191405296326	Carbohydrates and carbohydrate conjugates	0.9982283711433411	Organooxygen compounds	0.9999947547912598	Organic oxygen compounds	0.9999316930770874	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities
379_neg_ms2_spectra_FT01858	C10H14N2O6	[M - H]-	Carbohydrates	0.9619165658950806	Nucleosides	0.9525794386863708	Pyrimidine nucleos(t)ides	0.9591681957244873	Pyrimidine 2'-deoxyribonucleosides	0.5438966751098633			Pyrimidine 2'-deoxyribonucleosides	0.5438966751098633	Pyrimidine nucleosides	0.9595051407814026	Nucleosides, nucleotides, and analogues	0.9771404266357422	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Pyrimidine nucleosides; Ureas; Diazines; Monosaccharides; Secondary alcohols; Glycosyl compounds; Pyrimidine 2'-deoxyribonucleosides; Hydropyrimidines; Glycosylamines; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
658_neg_ms2_spectra_FT03097	C11H16N2O9	[M - H]-	Shikimates and Phenylpropanoids	0.6666393280029297	Phenylpropanoids (C6-C3)	0.6062224507331848	Cinnamic acids and derivatives	0.602656900882721	Alpha amino acids and derivatives	0.6376131176948547	Amino acids and derivatives	0.9249651432037354	Amino acids, peptides, and analogues	0.9226616621017456	Carboxylic acids and derivatives	0.9988061189651489	Organic acids and derivatives	0.9998605251312256	Organic compounds; Amino acids, peptides, and analogues; Coumaric acids and derivatives; Alpha amino acids and derivatives; Alcohols and polyols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Hydroxy acids and derivatives; Cinnamic acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Hydroxycinnamic acids and derivatives; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Amines; Primary amines; Cyclitols and derivatives; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
693_neg_ms2_spectra_FT03281	C10H22N2O6S2	[M - H]-	Amino acids and Peptides	0.7187135219573975	Small peptides	0.7406194806098938	Tripeptides	0.5188684463500977	Oligopeptides	0.5092430710792542	Peptides	0.7112101316452026	Amino acids, peptides, and analogues	0.9763803482055664	Carboxylic acids and derivatives	0.9547017216682434	Organic acids and derivatives	0.9964775443077087	Organic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Organic disulfides; Sulfenyl compounds; Fatty Acyls; Organic oxides; Dialkyldisulfides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
870_neg_ms2_spectra_FT04352	C16H26N2O8	[M - H]-	Amino acids and Peptides	0.6310463547706604	Small peptides	0.5871235728263855	Dipeptides	0.20956507325172424	Alpha amino acid amides	0.5146229267120361	Amino acids and derivatives	0.9416248202323914	Amino acids, peptides, and analogues	0.9429924488067627	Carboxylic acids and derivatives	0.9877398610115051	Organic acids and derivatives	0.999002993106842	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
725_neg_ms2_spectra_FT03460	C8H16N2O6S2	[M + Cl]-	Amino acids and Peptides	0.849320113658905	Small peptides	0.8884360790252686	Aminoacids	0.5594969987869263	Oligopeptides	0.5082949995994568	Peptides	0.3699711859226227	Amino acids, peptides, and analogues	0.8741711974143982	Carboxylic acids and derivatives	0.9219042062759399	Organic acids and derivatives	0.9925878643989563	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Alkylthiols; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic disulfides; Fatty Acyls; Organic oxides; Dialkyldisulfides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
349_neg_ms2_spectra_FT01694	C7H14O7	[M + Cl]-	Carbohydrates	0.6543756723403931	Saccharides	0.7769707441329956	Monosaccharides	0.7010450959205627	Monosaccharides	0.6932233572006226	Monosaccharides	0.6932233572006226	Carbohydrates and carbohydrate conjugates	0.6208574771881104	Organooxygen compounds	0.9999915361404419	Organic oxygen compounds	0.9999738931655884	Organic compounds; Carbohydrates and carbohydrate conjugates; Lactones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
